,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,total_words,unique_words,duration_min,key_0,key_1,key_2,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,mode_minor,mode_major,time_signature_3,time_signature_4,time_signature_5,class
109,0.645,0.832,-5.131,0.0571,0.111,0.000514,0.121,0.272,108.0,222,111,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
110,0.443,0.755,-4.818,0.0357,0.0134,0.0,0.0903,0.383,139.852,418,127,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
111,0.494,0.915,-3.623,0.0484,0.000353,0.0491,0.352,0.522,100.08,239,91,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
112,0.535,0.925,-3.012,0.239,0.0032,0.000359,0.0316,0.949,169.901,475,147,2.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
113,0.743,0.85,-3.568,0.0399,0.156,0.0,0.163,0.942,129.926,496,150,3.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
114,0.526,0.962,-3.707,0.0726,0.00591,1.52e-05,0.591,0.545,136.923,272,119,3.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,pre-hiatus
115,0.461,0.964,-3.597,0.255,0.000977,0.0,0.087,0.363,159.942,403,112,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
116,0.668,0.522,-7.42,0.0311,0.696,0.0,0.609,0.717,107.977,261,113,3.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
117,0.54,0.964,-4.075,0.126,0.0316,0.000112,0.389,0.586,150.008,352,126,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
118,0.566,0.949,-2.285,0.0536,0.00959,1.1e-05,0.313,0.658,142.006,253,100,3.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
119,0.474,0.895,-3.84,0.0564,0.0134,0.0,0.239,0.255,119.908,308,95,3.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
120,0.47,0.731,-6.151,0.14,0.0232,1.58e-05,0.0556,0.383,159.016,360,96,3.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
121,0.585,0.906,-3.044,0.228,0.0268,0.0,0.0482,0.209,128.072,317,69,4.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
122,0.446,0.716,-7.535,0.0574,0.000673,0.000817,0.156,0.444,98.707,148,70,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,post-hiatus
123,0.141,0.948,-4.049,0.0743,0.001,0.131,0.38,0.521,199.081,66,30,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-hiatus
124,0.376,0.904,-4.604,0.0507,0.023,0.00304,0.855,0.826,165.765,197,82,1.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
125,0.233,0.942,-5.299,0.189,8.57e-05,0.182,0.587,0.597,188.035,113,65,1.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
126,0.314,0.919,-2.728,0.0445,0.00726,0.646,0.188,0.443,130.573,148,65,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
127,0.383,0.905,-6.193,0.052,0.00491,0.535,0.922,0.279,97.215,122,63,1.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
128,0.561,0.93,-3.054,0.044,0.0558,0.147,0.355,0.308,101.104,124,46,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
129,0.491,0.836,-6.184,0.046,0.00176,0.197,0.259,0.606,98.71,201,107,2.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
130,0.374,0.921,-4.635,0.193,0.00214,4.71e-06,0.0607,0.498,183.008,216,69,3.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
131,0.597,0.909,-4.785,0.0585,0.0126,5.01e-05,0.125,0.682,118.981,370,102,4.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
132,0.221,0.95,-4.336,0.118,0.00137,0.00207,0.216,0.554,207.185,243,98,3.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
133,0.803,0.396,-7.667,0.0402,0.314,0.0,0.234,0.671,119.969,307,154,3.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
134,0.64,0.446,-6.546,0.0326,0.731,0.0,0.0996,0.661,154.112,211,166,2.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
135,0.591,0.935,-4.472,0.116,0.00375,3.1e-06,0.114,0.668,107.153,196,96,2.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,pre-hiatus
136,0.763,0.664,-6.947,0.0701,0.0843,0.0,0.434,0.514,116.011,526,184,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,pre-hiatus
137,0.587,0.673,-7.756,0.0329,0.0654,0.00154,0.0986,0.329,152.138,197,85,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,pre-hiatus
138,0.51,0.927,-4.61,0.131,0.00181,2.34e-06,0.0618,0.505,91.53,216,69,3.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,pre-hiatus
139,0.534,0.938,-3.073,0.0571,0.00162,0.000168,0.304,0.507,155.977,306,118,3.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,post-hiatus
140,0.51,0.938,-3.711,0.133,0.015,0.0,0.168,0.621,150.03,685,227,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,post-hiatus
